Project Name	Sample Number	Station ID	Sample Date	Sample Time	Sample Type	Cost Code	Agency Bill Code	Trip ID	Sample Description	Collector	Sample Received Date	Chain of Custody	Replicate Number	Test Number	Method Agency	Method ID	Method Description	Param Description	CAS Number	Matrix Description	Problem Identifier	Result Code	Result Value	Lower Report Limit	Method Detect Limit	Sample Detect Limit	Sample Report Limit	Units	Dilution Factor	Batch Number	Analysis Date	Project Comment	Sample Comment	Test Comment	Result Comment
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10502791	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			588	4.000	1.488	7.44	20.0	MG-L	5	EPA160.2-20200121-1	01/17/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10502786	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water		W	377	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200117-1	01/17/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10502788	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			137	3.5	0.44	0.44	3.5	MG-L	1	EPA325.2-20200127-2	01/27/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10505789	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			665	20.00	9.04	90.4	200.0	MG-L	10	EPA375.2-20200129-1	01/28/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			627	4	3.92	19.6	20	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			376	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			765	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			825	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226740		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	2	10503829	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.182	0.001	0.001			NONE	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00168	2226793		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10502922	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20200128-1	01/24/2020 12:00:00 AM				
C2020-00168	2226793		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10503928	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	Ca	7440-70-2	Water, Filtered			245	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00168	2226793		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10503928	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	K	7440-09-7	Water, Filtered			7.85	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00168	2226793		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10503928	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	Mg	7439-95-4	Water, Filtered			114	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00168	2226793		01/11/2020 12:00:00 AM	13:30		350	27		MZ43 MONTEZUMA UCB PZ1	JW	01/16/2020 12:00:00 AM	F	1	10503928	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	Na	7440-23-5	Water, Filtered			244	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10502800	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			3780	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200128-1	01/28/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10502798	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			2950	20.00	11.7	11.7	20.0	MG-L	1	EPA160.1-20200121-1	01/17/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10502799	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			26.0	4.000	1.488	7.44	20.0	MG-L	5	EPA160.2-20200121-1	01/17/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10502794	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water		W	92.2	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200117-1	01/17/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10502796	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			230	3.5	0.44	0.44	3.5	MG-L	1	EPA325.2-20200127-2	01/27/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10505791	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			1310	20.00	9.04	90.4	200.0	MG-L	10	EPA375.2-20200129-1	01/28/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			564	4	3.92	19.6	20	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			338	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			688	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			1120	0.001	0.001	0.005	0.005	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226741		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	2	10503830	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.002	0.001	0.001			NONE	5	SM2320B-20200124-1	01/23/2020 12:00:00 AM				
C2020-00169	2226794		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10502925	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20200128-1	01/24/2020 12:00:00 AM				
C2020-00169	2226794		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10503929	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	Ca	7440-70-2	Water, Filtered			255	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00169	2226794		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10503929	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	K	7440-09-7	Water, Filtered			6.33	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00169	2226794		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10503929	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	Mg	7439-95-4	Water, Filtered			226	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00169	2226794		01/11/2020 12:00:00 AM	14:30		350	27		MZ67 MONTEZUMA UCB PZ2	JW	01/16/2020 12:00:00 AM	F	1	10503929	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data Minerals Fe and B only (from instrument)	Na	7440-23-5	Water, Filtered			368	1	0.5	2.0	4.0	MG-L	4.00	EPA200.8_M-20200129-1	01/27/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514513	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			624	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200309-1	03/09/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514511	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			394	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200309-1	03/05/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514512	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	10.0	4.000	1.83	4.58	10.0	MG-L	2.5	EPA160.2-20200309-1	03/05/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514507	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water		W	0.775	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200305-1	03/05/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514509	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			39.1	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200313-1	03/12/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514508	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			93.6	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200316-1	03/13/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			157	4	3.92	3.92	4	MG-L	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			94.2	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			192	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			78.1	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232332		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514510	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.604	0.001	0.001			NONE	1	SM2320B-20200311-1	03/11/2020 12:00:00 AM				
C2020-00602	2232353		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10520541	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			37.0	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200317-1	03/16/2020 12:00:00 AM				
C2020-00602	2232353		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10520541	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			4.83	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200317-1	03/16/2020 12:00:00 AM				
C2020-00602	2232353		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10520541	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			24.2	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200317-1	03/16/2020 12:00:00 AM				
C2020-00602	2232353		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10520541	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			69.2	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200317-1	03/16/2020 12:00:00 AM				
C2020-00602	2232353		02/28/2020 12:00:00 AM	14:30		350	27		EPTN USVW EAST PARTOUN FLOWING WELL	HH	03/04/2020 12:00:00 AM	F	1	10514576	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			192	6.62	3.33			MG-L							
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521009	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			161	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200325-1	03/25/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521007	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			94.0	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200323-1	03/20/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521008	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	4.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200323-1	03/20/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521003	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water	<	U, W	0.1	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200317-1	03/17/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521005	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			4.38	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200324-1	03/23/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521004	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water	<	U	20.0	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200320-1	03/20/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			68.9	4	3.92	3.92	4	MG-L	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			41.3	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			84.0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			78.2	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235277		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10521006	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.246	0.001	0.001			NONE	1	SM2320B-20200320-1	03/19/2020 12:00:00 AM				
C2020-00724	2235279		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10524065	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	B	7440-42-8	Water, Filtered	<	U	30	30	15	15	30	UG-L	1.00	EPA200.7-20200403-1	04/02/2020 12:00:00 AM				
C2020-00724	2235279		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10524065	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			21.5	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200403-1	04/02/2020 12:00:00 AM				
C2020-00724	2235279		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10524065	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Fe	7439-89-6	Water, Filtered	<	U	30	30	15	15	30	UG-L	1.00	EPA200.7-20200403-1	04/02/2020 12:00:00 AM				
C2020-00724	2235279		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10524065	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			1.18	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200403-1	04/02/2020 12:00:00 AM				
C2020-00724	2235279		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10524065	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			1.85	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200403-1	04/02/2020 12:00:00 AM				
C2020-00724	2235279		03/13/2020 12:00:00 AM	07:30		350	27		USVW SOUTH BAKER FLOWING WELL	HH	03/17/2020 12:00:00 AM	F	1	10524065	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			9.83	1	.5	0.5	1	MG-L	1.00	EPA200.7-20200403-1	04/02/2020 12:00:00 AM				
